oznaka,naziv,naselje,opcina,zupanija,klasifikacija,status,vrijeme_nastanka
Z-2345,Crkva sv. Mihovila,Omišalj,OMIŠALJ,Primorsko-goranska,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-6405,Arhitektonski sklop Evangeličke crkve,Opatija,OPATIJA,Primorsko-goranska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,1904. god.
Z-134,Kompleks Franjevačkog samostana s crkvom Navještenja Marijina,Punat,PUNAT,Primorsko-goranska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,15. st. do 16. st.
Z-3033,Franjevački samostanski kompleks sv. Bernarda Sienskog,Kampor,RAB,Primorsko-goranska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,1446. god.
Z-142,Kapela sv. Franje,Rab,RAB,Primorsko-goranska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st.
Z-139,Katedrala sv. Marije,Rab,RAB,Primorsko-goranska,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-143,"Ostaci crkve sv. Ivana, samostana i zvonika",Rab,RAB,Primorsko-goranska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,11. st. do 15. st.
Z-144,Samostan benediktinaca s crkvom sv. Petra,Supetarska Draga,RAB,Primorsko-goranska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,11. st.
Z-140,Veli zvonik,Rab,RAB,Primorsko-goranska,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-107,"Bivši augustinski, danas dominikanski samostan",Rijeka,RIJEKA,Primorsko-goranska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,14. st. do 19. st.
Z-3700,Crkva sv. Marije,Rijeka,RIJEKA,Primorsko-goranska,sakralna graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-1151,Franjevački samostan s crkvom Gospe Trsatske,Rijeka,RIJEKA,Primorsko-goranska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,
Z-5022,Crkva sv. Petra i Pavla,Osojnik,VRBOVSKO,Primorsko-goranska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st.
RZG-0227-1969.,Manastir Gomirje sa crkvom Roždenija sv. Jovana Preteče,Gomirje,VRBOVSKO,Primorsko-goranska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,17. st.
Z-3385,Crkva sv. Petke Paraskeve,Gornji Javoranj,DVOR,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st. do 19. st.
Z-7407,Memorijalno mjesto pravoslavne kapele sv. Spasa,Ljeskovac,DVOR,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-6047,Pravoslavni parohijalni hram Preobraženja Hristovog u Rujevcu,Rujevac,DVOR,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,1887. god.
Z-4415,Ruševine crkve sv. Marije Magdalene,Zrin,DVOR,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-4397,Crkva Hristovog Vaskrsenja,Majske Poljane,GLINA,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,1820. god.
Z-6868,Kapela Svetog Arhangela Mihaila na pravoslavnom groblju,Donje Selište,GLINA,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-4394,Memorijalno mjesto pravoslavne parohijske crkve sv. Ilije,Buzeta,GLINA,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st. do 19. st.
Z-3633,Ostaci kapele sv. Ane s grobljem i lokalitet srednjovjekovnog samostana,Hrvatska Kostajnica,HRVATSKA KOSTAJNICA,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st. do 19. st.
Z-2984,Ruševine crkve sv. Nikole i župnog dvora i arheološko nalazište kapele sv. Rok s grobljem,Hrvatska Kostajnica,HRVATSKA KOSTAJNICA,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-2445,Crkva sv. Nikole,Jasenovac,JASENOVAC,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,1791. god. do 1829. god.
Z-1925,Crkva sv. Marije Snježne,Kutina,KUTINA,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-7151,Ostatci pavlinskog samostana Blažene Djevice Marije,Mikleuška,KUTINA,Sisačko-moslavačka,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,
Z-4404,Kompleks crkve sv. Marte i župnog dvora,Šišinec,LEKENIK,Sisačko-moslavačka,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-7272,Župna crkva Pohoda Blažene Djevice Marije,Stari Farkašić,LEKENIK,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-3488,Kapela sv. Petra i Pavla i barokni pil,Bok Palanječki,MARTINSKA VES,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,1752. god.
Z-1919,Crkva Pohođenja Blažene Djevice Marije,Stara Subocka,NOVSKA,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,1890. god.
Z-7408,Ostaci parohijske crkve sv. Teodora Tirona,Lovska,NOVSKA,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-1451,Crkva Majke Božje Snježne,Mala Gorica,PETRINJA,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,1927. god.
Z-1593,Crkva sv. Ante Padovanskog s franjevačkim samostanom,Hrvatski Čuntić,PETRINJA,Sisačko-moslavačka,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-1595,Crkva sv. Georgija,Jošavica,PETRINJA,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-1447,Crkva sv. Ilije,Blinja,PETRINJA,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-1446,Crkva sv. Jakova,Mošćenica,PETRINJA,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-1415,Crkva sv. Petra,Taborište,PETRINJA,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st. do 18. st.
Z-1448,Kapela Glavosjeka sv. Ivana,Pecki,PETRINJA,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-1443,Kurija na starom kaptolskom imanju,Mala Gorica,PETRINJA,Sisačko-moslavačka,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,1865. god.
Z-1450,Kurija župnog dvora,Mala Gorica,PETRINJA,Sisačko-moslavačka,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-7404,Župna crkva sv. Lovre,Petrinja,PETRINJA,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-2835,Crkva sv. Fabijana i Sebastijana,Vurot,SISAK,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st. do 19. st.
Z-2120,Kapela Mučeništva sv. Ivana Krstitelja,Topolovac,SISAK,Sisačko-moslavačka,sakralna graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-4401,Župni dvor,Gušće,SISAK,Sisačko-moslavačka,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,1833. god.
Z-3384,Stari župni dvor,Greda Sunjska,SUNJA,Sisačko-moslavačka,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-4411,Kompleks ruševina cistercitske opatije,Topusko,TOPUSKO,Sisačko-moslavačka,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,
Z-3260,Pavlinski samostan sv. Petra na Petrovoj gori,Topusko,TOPUSKO,Sisačko-moslavačka,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,14. st.
Z-5749,Crkva sv. Lovre i arheološki ostaci,Baška Voda,BAŠKA VODA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-5281,Crkva sv. Nikole biskupa,Baška Voda,BAŠKA VODA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1889. god.
Z-4999,Crkva i kuće Pustinje Stipančić,Murvica,BOL,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1477. god.
Z-4773,Crkva sv. Ivana,Bol,BOL,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,7. st. do 11. st.
Z-4784,Dragonjina špilja,Murvica,BOL,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st.
Z-5139,Pustinja Dračeva Luka,Murvica,BOL,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,1519. god.
Z-4869,Crkva sv. Ilije,Brela,BRELA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-7062,Crkva sv. Stjepana i lapidarij s grobnim pločama,Brela,BRELA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st. do 20. st.
Z-3850,Sklop Vuletić,Dobranje,CISTA PROVO,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-4876,Crkva Gospina Vaznešenja,Sušci,DICMO,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-4893,Crkva sv. Ivana Krstitelja,Podaca,GRADAC,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,11. st. do 12. st.
Z-4877,Crkva sv. Jurja,Drvenik,GRADAC,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st. do 18. st.
Z-5060,Crkva sv. Margarite,Brist,GRADAC,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1751. god.
Z-5930,Franjevački samostan i župna crkva Uznesenja Blažene Djevice Marije,Zaostrog,GRADAC,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,16. st. do 18. st.
Z-6013,Bivši hospicij i tvrđava Veneranda,Hvar,HVAR,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,16. st.
RST-0485-1970.,Crkva Blažene Djevice Marije,Zaraće,HVAR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st.
Z-6397,Crkva Gospe Anuncijate (Navještenja Blažene Djevice Marije),Hvar,HVAR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-6710,Crkva sv. Ivana Krstitelja,Hvar,HVAR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st. do 15. st.
Z-6448,Crkva sv. Klementa,Hvar,HVAR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st.
Z-5810,Crkva sv. Nikole na groblju,Hvar,HVAR,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-5817,Crkva sv. Roka,Hvar,HVAR,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,15. st. do 20. st.
Z-5084,Katedrala sv. Stjepana Pape,Hvar,HVAR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st. do 18. st.
RST-0527-1971.,Pustinjački stan sa crkvom,Sveta Nedjelja,HVAR,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,15. god. do 18. god.
Z-5875,Ruševni ostaci crkve sv. Pelegrina,Hvar,HVAR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st. do 16. st.
Z-5805,Sklop crkve sv. Magdalene s arheološkim nalazištem,Hvar,HVAR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st.
Z-4594,Crkva sv. Franje Asiškog i samostan,Imotski,IMOTSKI,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st. do 20. st.
Z-7061,Kapela Gospe od Karmela na groblju,Imotski,IMOTSKI,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1866. god. do 1867. god.
Z-4786,Crkva Bezgrešnog začeća Blažene Djevice Marije,Svirče,JELSA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-5600,Crkva Uznesenja Marijnog (ex. sv. Fabijana i Sebastijana),Jelsa,JELSA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st. do 19. st.
Z-5097,Crkva i samostan dominikanaca na otoku Šćedro,Pitve,JELSA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st. do 16. st.
Z-4872,Crkva sv. Ivana,Jelsa,JELSA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st.
Z-6582,Crkva sv. Jakova,Pitve,JELSA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st. do 19. st.
Z-4785,Crkva sv. Jurja,Gdinj,JELSA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st. do 19. st.
Z-5742,Crkva sv. Magdalene,Svirče,JELSA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st.
Z-4871,Crkva sv. Roka,Jelsa,JELSA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st.
Z-7219,Nova crkva sv. Jurja,Gdinj,JELSA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1900. god. do 1902. god.
Z-3572,Crkva sv. Ivana Krstitelja na Birnju,Kaštel Lukšić,KAŠTELA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,13. st. do 19. st.
Z-3585,Crkva sv. Jerolima sa župnom kućom,Kaštel Gomilica,KAŠTELA,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,1914. god.
Z-3577,Crkva sv. Kuzme i Damjana s grobljem,Kaštel Gomilica,KAŠTELA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,5. st. do 12. st.
Z-4471,Crkva sv. Marije od Špiljana (Stomorija),Kaštel Novi,KAŠTELA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,12. st. do 19. st.
Z-4317,Crkva sv. Mihovila od Lažana i kula na Krugu,Kaštel Kambelovac,KAŠTELA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,12. st. do 16. st.
Z-3395,Crkva sv. Nikole,Kaštel Stari,KAŠTELA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-3578,Opatička kuća u Kaštilcu,Kaštel Gomilica,KAŠTELA,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,1726. god. do 1831. god.
Z-3333,Stara crkva sv. Jerolima,Kaštel Gomilica,KAŠTELA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1731. god.
Z-5695,Crkva Blažene Djevice Marije (Gospe od Planice),Komiža,KOMIŽA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st.
Z-6489,Crkva sv. Marije Gusarice,Komiža,KOMIŽA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st.
Z-7177,Crkva sv. Silvestra,Biševo,KOMIŽA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,11. st. do 16. st.
RST-0554-1971.,Ruševine crkve sv. Andrije,Komiža,KOMIŽA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,13. st. do 18. st.
Z-6649,Crkva sv. Ante u Kotišini,Makarska,MAKARSKA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st. do 20. st.
Z-5226,Crkva Stomorica,Ložišća,MILNA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-1864,Crkva-tvrđava na otočiću Mrdulja,Milna,MILNA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-4456,Crkva Gospe Karmelske na groblju,Donji Humac,NEREŽIŠĆA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st.
Z-1868,Crkva sv. Filipa i Jakova,Nerežišća,NEREŽIŠĆA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st.
Z-4780,Crkva sv. Trojstva,Nerežišća,NEREŽIŠĆA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,12. st. do 19. st.
Z-5138,Ostaci crkve sv. Vida na Vidovoj gori,Nerežišća,NEREŽIŠĆA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-1553,Pustinja Blaca,Nerežišća,NEREŽIŠĆA,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,16. st. do 18. st.
Z-4457,Ruševine crkve sv. Jadre i arheološko nalazište,Donji Humac,NEREŽIŠĆA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st.
Z-4381,Crkva sv. Karla Boromejskog,Okrug Gornji,OKRUG,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1735. god.
Z-4315,Crkva sv. Tudora,Okrug Gornji,OKRUG,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st.
Z-6774,Crkva Gospe od Bezgrešnog začeća i bratimska kuća u zaseoku Truša,Tugare,OMIŠ,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st. do 18. st.
Z-6399,Crkva Uznesenja Marijina (Gospa od Smova),Gata,OMIŠ,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st.
Z-6300,Crkva sv. Antuna Opata,Naklice,OMIŠ,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st.
Z-6507,Crkva sv. Arnira,Dubrava,OMIŠ,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st.
Z-6316,Crkva sv. Kate,Tugare,OMIŠ,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st.
Z-6415,Crkva sv. Kuzme i Damjana,Lokva Rogoznica,OMIŠ,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st. do 17. st.
Z-5043,Crkva sv. Mihovila,Omiš,OMIŠ,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st. do 18. st.
Z-5062,Crkva sv. Petra,Omiš,OMIŠ,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,11. st.
Z-7024,Crkva sv. Roka,Donji Dolac,OMIŠ,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-5126,Franjevački samostan i crkva na Skalicama,Omiš,OMIŠ,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,18. st. do 20. st.
Z-6862,Sklop crkve sv. Ante opata i župne kuće,Seoca,OMIŠ,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-4799,Starokršćanska bazilika,Otok,OTOK,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,6. st.
Z-4792,Crkva sv. Stjepana,Drašnice,PODGORA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st. do 18. st.
Z-4791,Crkva sv. Tekle,Podgora,PODGORA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st. do 20. st.
Z-4790,Kapela Mrkušić,Podgora,PODGORA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1804. god.
Z-6856,Crkva sv. Ante Padovanskog,Podstrana,PODSTRANA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st. do 19. st.
Z-5124,Crkva sv. Ivana Krstitelja i ranokršćanska crkva,Postira,POSTIRA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,6. st. do 19. st.
Z-2901,Crkva sv. Stjepana i groblje,Prgomet,PRGOMET,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1863. god.
Z-5340,Gospina crkva na Durmiševcu,Donji Proložac,PROLOŽAC,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1873. god.
Z-3826,Crkva Blažene Gospe od Utjehe na groblju,Pučišća,PUČIŠĆA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,6. st. do 18. st.
Z-4681,Crkva sv. Jurja na Veloj Bračuti,Pučišća,PUČIŠĆA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st.
Z-4571,Crkva sv. Marije na groblju,Gornji Humac,PUČIŠĆA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-4683,Crkva sv. Nikole,Gornji Humac,PUČIŠĆA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1749. god.
Z-4903,Crkva Gospe od Sniga (Zvirača),Seget Donji,SEGET,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st. do 17. st.
Z-4569,Crkva sv. Vida s grobljem,Seget Gornji,SEGET,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,10. st. do 13. st.
Z-5027,Crkva Gospe Sinjske s franjevačkim samostanom,Sinj,SINJ,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1699. god.
Z-5457,Arheološko nalazište i crkva Gospe od Spinuta (od Pohođenja),Split,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,11. st. do 20. st.
Z-4897,Crikvine-Kaštelet (Meštrovićeve Crikvine-Kaštilac),Split,SPLIT,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,16. st. do 20. st.
Z-4692,Crkva Bezgrešnog začeća Blažene Djevice Marije,Split,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1895. god.
Z-3862,Crkva Gospe od Zdravlja,Split,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,19. st. do 20. st.
Z-3863,Crkva Gospe od Zvonika,Split,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,6. st. do 11. st.
Z-5477,Crkva i samostan Gospe od Pojišana,Split,SPLIT,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,17. st. do 20. st.
Z-3864,Crkva i samostan sv. Klare,Split,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1884. god. do 1913. god.
Z-3425,Crkva sv. Filipa Neria,Split,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1735. god.
Z-3427,Crkva sv. Jurja na rtu Marjana,Split,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,9. st.
Z-4632,Crkva sv. Križa,Split,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st. do 19. st.
Z-3859,Crkva sv. Lovre od Pazdigrada,Split,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,13. st. do 19. st.
Z-4801,Crkva sv. Luke,Split,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st.
Z-4639,Crkva sv. Mande na Marjanu,Split,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,12. st. do 19. st.
Z-5458,Crkva sv. Mihovila,Žrnovnica,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,13. st. do 14. st.
Z-4631,Crkva sv. Nikole,Split,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1068. god.
Z-3423,Crkva sv. Roka na Peristilu,Split,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1516. god.
Z-4643,Crkvica Betlehem na južnim padinama Marjana,Split,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1500. god.
Z-4685,Franjevački samostan sv. Ante i crkva sv. Marije na Poljudu,Split,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st. do 20. st.
Z-4686,Gradska vijećnica i kapelica sv. Lovre,Split,SPLIT,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,14. st. do 19. st.
Z-4640,Kapelica sv. Dujma,Split,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st. do 19. st.
Z-4688,Katedrala sv. Dujma (Dioklecijanov mauzolej),Split,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,4. st. do 17. st.
Z-5953,Nekadašnji samostan sv. Marije de Taurello,Split,SPLIT,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,13. st. do 20. st.
Z-4642,Samostan i crkva Isusovaca,Split,SPLIT,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1898. god.
Z-5086,Crkva sv. Jerolima sa hospicijem,Stari Grad,STARI GRAD,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1385. god.
Z-7002,Crkva sv. Mihovila,Dol,STARI GRAD,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1898. god. do 1908. god.
Z-5713,Crkva sv. Roka,Stari Grad,STARI GRAD,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st.
Z-6536,Dominikanski samostan i crkva sv. Petra Mučenika,Stari Grad,STARI GRAD,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st. do 19. st.
Z-1559,Crkva sv. Jelene,Škrip,SUPETAR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-5944,Mauzolej obitelji Petrinović,Supetar,SUPETAR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1924. god. do 1927. god.
Z-5001,Crkva sv. Ivana i temelji ranokršćanske crkve,Sutivan,SUTIVAN,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,6. st. do 17. st.
Z-4996,Crkva sv. Ante,Sućuraj,SUĆURAJ,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1663. god.
Z-4891,Crkva sv. Mihovila s arheološkim nalazištem,Bisko,TRILJ,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st. do 18. st.
Z-5165,Arheološko nalazište s crkvom sv. Eufemije,Trogir,TROGIR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,6. st. do 17. st.
Z-4567,Crkva Gospe Delmunta,Trogir,TROGIR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st. do 18. st.
